symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
TAF5,-2.227327669,0.001363626,0.999961179,0.011159973
ELMOD3,-2.227942304,0.004529537,0.944230167,0.016395654
HMMR,-2.228440467,0.001315624,0.999966539,0.010793360
ZFP69,-2.229836730,0.001373917,0.999959433,0.011238421
PLEKHF2,-2.230572621,0.002008219,0.999814204,0.015987707
RNF19A,-2.231048725,0.001452885,0.999948436,0.011838785
RBPJ,-2.231715133,0.001367782,0.999959835,0.011191657
ZNF19,-2.232298049,0.004009909,0.999671182,0.020777768
C4orf47,-2.233796181,0.001363893,0.999960032,0.011162008
C3orf38,-2.235533494,0.001381423,0.999957412,0.011295613
GPC3,-2.235650312,0.003318616,0.939434279,0.011624768
UBE2S,-2.236632380,0.005074610,0.946653163,0.018723993
RNASE9,-2.237074378,0.001620103,0.999918616,0.013100978
FCRL3,-2.237389565,0.003311366,0.941616831,0.011789188
ULK4,-2.238946060,0.002578821,0.999348377,0.020139223
HLA-DRB1,-2.239311445,0.004973161,0.945786044,0.018261698
ZNF493,-2.239900170,0.001283029,0.999968504,0.010543781
ZNF391,-2.242499115,0.001416980,0.999951419,0.011566169
TRAPPC13,-2.242992853,0.001321659,0.999963660,0.010839514
ITGA11,-2.244768411,0.004754879,0.946541598,0.017555316
MBOAT2,-2.245584712,0.001282676,0.999967759,0.010541077
LMNTD2,-2.248791659,0.001289621,0.999966521,0.010594306
NBPF11,-2.249606636,0.005061827,0.946629274,0.018654789
PCDHB4,-2.249677714,0.001623172,0.999911542,0.013124030
RHOA,-2.249811744,0.001307198,0.999964325,0.010728895
CARD18,-2.249870655,0.001288146,0.999966525,0.010583004
KLRG1,-2.249932321,0.001243250,0.999971399,0.010238484
LRPPRC,-2.250448805,0.001421478,0.999948991,0.011600355
SNRNP48,-2.251267685,0.001286030,0.999966528,0.010566788
STOM,-2.251361955,0.005323156,0.944726412,0.019339032
37135,-2.251608389,0.004838775,0.946072782,0.017755073
TMCO1,-2.251831434,0.001271727,0.999968090,0.010457121
C17orf67,-2.252712674,0.001348810,0.999958645,0.011046933
LHFPL4,-2.252795195,0.005195414,0.946754122,0.019192960
CCDC58,-2.253286836,0.001286308,0.999966244,0.010568918
ACSM6,-2.254358541,0.004878393,0.941135568,0.017237796
ISX,-2.254586576,0.006803923,0.958683767,0.027964280
STUB1,-2.255431560,0.006259748,0.954673896,0.024789135
GUCA1A,-2.256378946,0.001535895,0.999927930,0.012466865
ZNF32,-2.258748632,0.001575381,0.999917745,0.012764579
CCDC51,-2.260304826,0.001657931,0.999901481,0.013384881
ZNF320,-2.261468909,0.001269294,0.999967008,0.010438458
LAMP1,-2.261535477,0.031997795,0.835878399,0.093408047
TYW3,-2.262222166,0.001247443,0.999969355,0.010270697
UNC5C,-2.262615314,0.001298820,0.999963340,0.010664760
TSSC1,-2.263050803,0.004958587,0.942798272,0.017742499
CUEDC2,-2.263080999,0.001576379,0.999916278,0.012772090
MGA,-2.263988591,0.001288819,0.999964333,0.010588157
OCLM,-2.264027461,0.001296640,0.999963370,0.010648070
XIRP2,-2.264357016,0.001345826,0.999957072,0.011024154
PDZD3,-2.266023298,0.006195544,0.953294172,0.024180966
RHOXF2B,-2.266690850,0.002133250,0.999688409,0.016906176
RBM20,-2.266847145,0.001345114,0.999956595,0.011018719
CCDC130,-2.267024203,0.001288451,0.999963930,0.010585336
GPAM,-2.267237723,0.001263662,0.999966793,0.010395246
ACSL5,-2.267239139,0.002580933,0.940605958,0.009128475
CBX3,-2.267548760,0.001286782,0.999964031,0.010572545
RAB29,-2.268531852,0.002144473,0.999682949,0.016988368
BTG3,-2.268858992,0.006575026,0.955697509,0.026459219
GAA,-2.268994890,0.001273665,0.999965389,0.010471990
NUPR1,-2.269158112,0.001363247,0.999953635,0.011157080
SNX7,-2.269238198,0.001387780,0.999950073,0.011344028
ANP32A,-2.269481186,0.001304729,0.999961539,0.010709998
IL21,-2.270116501,0.001241923,0.999968895,0.010228279
FAM177A1,-2.270788095,0.003066549,0.941628607,0.010927691
NRDE2,-2.270972458,0.001351521,0.999955048,0.011067621
CARD16,-2.271463694,0.001356346,0.999954172,0.011104441
GPBP1,-2.272071758,0.001344564,0.999955688,0.011014518
CHRNA4,-2.272099605,0.001287496,0.999963236,0.010578018
ADGRL2,-2.273064757,0.001229658,0.999969848,0.010133978
TSPAN15,-2.273788753,0.005271449,0.949236054,0.019884001
THOC7,-2.273791601,0.006462346,0.958963275,0.026681879
ZNF785,-2.273995688,0.006582915,0.957973070,0.027116234
NFX1,-2.274017953,0.001252626,0.999967112,0.010310512
GALNT2,-2.274544802,0.005264006,0.950467369,0.020091055
TRMT2B,-2.275935012,0.001664519,0.999948253,0.013434262
ST6GALNAC5,-2.275981731,0.005034564,0.948765972,0.018916695
METTL15,-2.276082916,0.001366377,0.999951633,0.011180943
TBR1,-2.276507242,0.001464949,0.999936540,0.011930258
B4GALT3,-2.276820865,0.001275824,0.999963977,0.010488542
CAPZA2,-2.277841791,0.001236135,0.999968467,0.010183785
DPYD,-2.279102751,0.002451473,0.999363241,0.019221245
ZNF594,-2.279407061,0.020509453,0.862858020,0.050970228
MTPN,-2.280470000,0.003439724,0.942214329,0.012315652
SLC6A6,-2.281699485,0.005716081,0.952920086,0.022257029
FRMD4A,-2.282008495,0.005429412,0.952674783,0.021106835
OSMR,-2.282818578,0.002824229,0.940295915,0.009952763
PTRH1,-2.283611070,0.001300079,0.999959705,0.010674397
PBOV1,-2.284116868,0.001282093,0.999961916,0.010536609
CCDC168,-2.284583479,0.001448970,0.999936482,0.011809090
SNAP23,-2.286172618,0.001482341,0.999928499,0.012062007
RASA1,-2.288298356,0.001338071,0.999953546,0.010964935
NUTM2B,-2.288594095,0.001343424,0.999952519,0.011005814
AVL9,-2.289334619,0.004188485,0.999529625,0.021650404
PRR4,-2.289464724,0.001238822,0.999966461,0.010204446
RPGRIP1L,-2.289662441,0.001272252,0.999962398,0.010461153
EDNRB,-2.289827777,0.006428676,0.952521044,0.024899350
CPEB1,-2.290432653,0.005665977,0.951447938,0.021759335
STARD6,-2.292776461,0.003193410,0.941641621,0.011357132
GSDMC,-2.292891513,0.001235199,0.999966444,0.010176595
PON2,-2.293076044,0.001509017,0.999920349,0.012263831
ARID3A,-2.293175375,0.003321270,0.942398407,0.011924705
FUT10,-2.293392407,0.005422557,0.993926614,0.039685393
MCOLN3,-2.293557869,0.001183269,0.999972229,0.009776587
NUP205,-2.294346348,0.001224759,0.999967482,0.010096286
FAAH2,-2.295654732,0.001395804,0.999942281,0.011405107
SPRYD4,-2.295745048,0.004277354,0.945322988,0.015618956
PRSS2,-2.296611190,0.001194395,0.999970632,0.009862411
RHOH,-2.296712652,0.027772114,0.753739557,0.054077093
EXOC6,-2.296728680,0.006003142,0.948473628,0.022496530
TMEM200A,-2.296813807,0.005227965,0.951612036,0.020156780
C16orf91,-2.297190923,0.005613467,0.953198832,0.021956141
DNAJC19,-2.297701976,0.001227913,0.999966641,0.010120554
NUP214,-2.297717732,0.001298563,0.999957373,0.010662796
SERINC5,-2.298222591,0.001321490,0.999921660,0.010838226
COL6A6,-2.298391924,0.001487042,0.999924239,0.012097593
ZNF157,-2.298468340,0.008186349,0.949166559,0.031732987
GIF,-2.299533586,0.001211954,0.999968240,0.009997717
STRIP2,-2.299694267,0.003845379,0.941912750,0.013769083
TMEM138,-2.301034692,0.001192702,0.999970228,0.009849350
CENPL,-2.301092052,0.001182385,0.999971378,0.009769766
CTNNAL1,-2.302142170,0.001178796,0.999971633,0.009742068
XKR3,-2.302357126,0.001272878,0.999960145,0.010465955
RPL23,-2.302521841,0.001238337,0.999964618,0.010200719
IMPG2,-2.302668692,0.001210491,0.999967919,0.009986445
KRT222,-2.304233101,0.002399034,0.999358786,0.018841881
SHQ1,-2.304500634,0.001333479,0.999951253,0.010929857
NCF4,-2.306463057,0.004644698,0.947921964,0.017348314
ARHGEF39,-2.306955201,0.004892174,0.944111906,0.017662691
MSN,-2.306966956,0.001228537,0.999965176,0.010125352
CCDC127,-2.307063886,0.001832031,0.999806107,0.014684231
BCL2L15,-2.307373996,0.005744039,0.949403629,0.021648381
GFM2,-2.307577520,0.001230086,0.999964884,0.010137272
FAM117A,-2.307709263,0.005770740,0.948544552,0.021615478
PSAT1,-2.308065254,0.003352489,0.942617765,0.012025240
POU5F1B,-2.308592807,0.006174081,0.964445041,0.027167313
EFCAB6,-2.308934019,0.004848011,0.946127312,0.017799935
SLC30A5,-2.309077639,0.001161966,0.999972580,0.009612087
SLAMF6,-2.309691935,0.001170289,0.999971608,0.009676382
ARFIP1,-2.310551555,0.003876181,0.944814079,0.014116059
COL2A1,-2.311026139,0.003038663,0.999533107,0.023417323
MFGE8,-2.312749118,0.001276928,0.999957824,0.010497013
CENPP,-2.312838045,0.001173036,0.999970885,0.009697596
ATIC,-2.313401632,0.001192435,0.999968525,0.009847294
B3GNT3,-2.313821470,0.001187512,0.999969121,0.009809324
RNLS,-2.315062353,0.001154612,0.999972628,0.009555240
TRAF3IP1,-2.315879807,0.001530307,0.999913849,0.012424676
DNAJB14,-2.316317614,0.001201521,0.999967081,0.009917336
HIST1H1T,-2.316790859,0.001178176,0.999969797,0.009737282
LMNB2,-2.317884752,0.006719554,0.960669517,0.028298276
RERE,-2.319334322,0.005627711,0.954733479,0.022329020
ZNF283,-2.319399267,0.001719365,0.999848811,0.013844718
ADAMTS13,-2.319819243,0.005021968,0.951789113,0.019430889
PRR16,-2.320565906,0.001190598,0.999967814,0.009833128
AUNIP,-2.321312209,0.001573391,0.999891813,0.012749592
ARHGAP17,-2.321477042,0.003943861,0.943971699,0.014265690
CUL4B,-2.321491235,0.005152093,0.948895630,0.019459806
LOC100507462,-2.322457071,0.002120316,0.999699198,0.016811404
DPF1,-2.322666711,0.001262102,0.999958011,0.010383272
ARL4A,-2.322722156,0.001143945,0.999972860,0.009472728
AIF1L,-2.323467539,0.001713572,0.999892742,0.013801424
DUS3L,-2.323565726,0.004397705,0.947165931,0.016314725
TWF1,-2.323973293,0.001240127,0.999960881,0.010214475
OR8B8,-2.324160501,0.005597902,0.950538433,0.021409625
JMJD6,-2.324386404,0.001254800,0.999958956,0.010327211
LRR1,-2.325153346,0.001195404,0.999966546,0.009870185
TERT,-2.325307019,0.001547237,0.999902777,0.012552446
AEBP2,-2.325411352,0.001359139,0.999941975,0.011125743
SIL1,-2.325882641,0.001307737,0.999950510,0.010733019
KIF24,-2.325910987,0.001375076,0.999938798,0.011247251
MICAL3,-2.327002507,0.001296383,0.999963314,0.010646095
DDX21,-2.327495825,0.001200364,0.999965604,0.009908420
FPGS,-2.328481059,0.001135489,0.999973075,0.009407282
EPC2,-2.328661922,0.001202876,0.999965087,0.009927780
AKAP9,-2.328987261,0.001157269,0.999970526,0.009575777
CASP2,-2.329552615,0.006653735,0.945403025,0.025287185
C6orf47,-2.330552251,0.001121606,0.999974320,0.009299742
MATR3,-2.330723762,0.001204620,0.999964531,0.009941218
MOG,-2.332858241,0.005806383,0.955321184,0.023148168
TTN,-2.333089057,0.005715978,0.953429466,0.022439315
TMEM159,-2.333374539,0.001183708,0.999966810,0.009779975
ZNF224,-2.333895347,0.001145392,0.999971294,0.009483930
KCNT2,-2.334592799,0.001109271,0.999975152,0.009204105
RNF185,-2.336517309,0.001590583,0.999956834,0.012879019
FBXO47,-2.338407715,0.001235664,0.999958981,0.010180166
RPS6KA1,-2.338649815,0.001156539,0.999969374,0.009570136
GPR107,-2.339300662,0.001156401,0.999969284,0.009569067
ANXA2R,-2.339612890,0.001300821,0.999948617,0.010680081
RBMY1F,-2.339998590,0.004089030,0.999500831,0.021164741
PSG1,-2.341872462,0.001253502,0.999955836,0.010317243
MC4R,-2.341945677,0.001769983,0.999806081,0.014222488
COMP,-2.342079681,0.001176573,0.999966427,0.009724909
C12orf40,-2.343447576,0.001121947,0.999972732,0.009302383
HIST1H2AI,-2.343506262,0.001154461,0.999968944,0.009554071
PGR,-2.343645623,0.001534398,0.999892844,0.012455560
MDC1,-2.344541689,0.001184447,0.999964933,0.009785680
SEMA4A,-2.344800080,0.006243641,0.951957549,0.024075146
KRT33A,-2.345238955,0.004699076,0.948696755,0.017651211
GPR89B,-2.345400083,0.018364452,0.854172275,0.043889220
ZNF589,-2.345689717,0.001108017,0.999973974,0.009194375
HECW1,-2.345718312,0.004198049,0.943938535,0.015178887
TOM1L1,-2.345770415,0.006459489,0.966461139,0.029073753
AURKA,-2.346690343,0.003641305,0.999682966,0.018967582
OR13C9,-2.347165096,0.005194729,0.949528149,0.019732875
FAM46A,-2.347640320,0.001142591,0.999969798,0.009462256
C7,-2.348302494,0.001120051,0.999972300,0.009287689
SMAD7,-2.349266708,0.001188444,0.999963778,0.009816514
DNAI2,-2.349431485,0.001097537,0.999974670,0.009113046
PFDN6,-2.349568393,0.001091259,0.999975336,0.009064296
TUSC1,-2.350205916,0.004993193,0.949752563,0.018969201
DEFB106A,-2.350482360,0.001217311,0.999959655,0.010038961
CNEP1R1,-2.351028156,0.005715867,0.969404255,0.026853513
EFHC1,-2.351581613,0.001163215,0.999966719,0.009621738
C4orf48,-2.352892812,0.001141550,0.999969204,0.009454200
TM6SF1,-2.353469084,0.004239918,0.999397917,0.021901228
GRIN2D,-2.353490997,0.001169781,0.999965570,0.009672459
KXD1,-2.353838427,0.005303782,0.998603649,0.027042258
CIR1,-2.353935992,0.001125200,0.999970987,0.009327588
CCNY,-2.353975959,0.001384968,0.999930559,0.011322614
FAM3B,-2.354368812,0.003141910,0.942392373,0.011247845
PYGO2,-2.355667456,0.004221443,0.944232046,0.015273846
COPG2,-2.355805702,0.001185961,0.999963063,0.009797361
TG,-2.355808453,0.001120958,0.999971269,0.009294721
BUB1,-2.356384306,0.001138058,0.999969172,0.009427173
TMPRSS3,-2.357443859,0.002463112,0.778979105,0.003711237
OR7E24,-2.357991102,0.001175994,0.999964028,0.009720440
CFDP1,-2.359219213,0.001189271,0.999962049,0.009822896
ZNF586,-2.359371618,0.001150957,0.999967106,0.009526975
FAM168A,-2.359693281,0.001921924,0.999697726,0.015350665
ATP6V1E1,-2.359695937,0.001115561,0.999971373,0.009252883
RRAGB,-2.359913575,0.001140804,0.999968306,0.009448424
SLC10A2,-2.360695724,0.001173909,0.999963749,0.009704339
PTHLH,-2.361272316,0.004834801,0.950359277,0.018448456
HTATSF1,-2.361735889,0.003926905,0.945437904,0.014380893
LIF,-2.362205833,0.007097657,0.968478672,0.032963819
GOPC,-2.363187392,0.001090478,0.999973829,0.009058223
FXR2,-2.363405410,0.003938092,0.943680257,0.014235343
PLEKHG6,-2.363832483,0.001125518,0.999969670,0.009330058
KIAA1217,-2.363881707,0.001125212,0.999969706,0.009327683
PHACTR1,-2.363996127,0.003544964,0.999701420,0.018492385
DIS3L,-2.364643754,0.001121710,0.999970027,0.009300545
QPCTL,-2.366131583,0.001092332,0.999973260,0.009072630
ST8SIA4,-2.366815506,0.001083961,0.999974113,0.009007593
C9orf57,-2.366849921,0.001130438,0.999968652,0.009368165
TMEFF1,-2.367054184,0.001083970,0.999974065,0.009007660
TPX2,-2.367390784,0.001237170,0.999953293,0.010191746
LIPI,-2.367573438,0.001424181,0.999913406,0.011620890
CRIPT,-2.367660143,0.001226163,0.999954929,0.010107094
EPHA4,-2.368172732,0.005396476,0.954771541,0.021465866
ZNF584,-2.368845301,0.001112828,0.999970533,0.009231694
RFC1,-2.369030607,0.001162345,0.999964226,0.009615010
OR2T3,-2.371039239,0.004762192,0.946262767,0.017520507
NOX5,-2.371520104,0.001102648,0.999971390,0.009152717
VAMP4,-2.371650142,0.001084453,0.999973460,0.009011416
ZFYVE9,-2.372250350,0.001206196,0.999957164,0.009953364
RRS1,-2.372281438,0.001155024,0.999964606,0.009558422
OR4F21,-2.372886429,0.007382770,0.998921152,0.036864681
SATL1,-2.373577063,0.001172524,0.999962086,0.009693647
DCAF8L1,-2.374055703,0.001069358,0.999974886,0.008894044
HSFY2,-2.374340220,0.001142152,0.999966055,0.009458858
ADAM23,-2.374503621,0.001087950,0.999972726,0.009038588
SLC15A1,-2.374644928,0.001424621,0.999911035,0.011624232
WDR63,-2.375828751,0.004533108,0.994619040,0.033739116
CLEC6A,-2.376315034,0.001202556,0.999956928,0.009925319
TMED7,-2.376322316,0.014295349,0.969810905,0.080394159
EMC2,-2.376513406,0.001093609,0.999971796,0.009082540
SERTM1,-2.377027300,0.001061715,0.999975370,0.008834569
GGT5,-2.377717880,0.001196801,0.999957641,0.009880959
SOCS6,-2.377808652,0.001185211,0.999959365,0.009791576
CST11,-2.377812854,0.001083934,0.999972788,0.009007382
C9orf171,-2.378435653,0.001105183,0.999970138,0.009172385
PTP4A1,-2.378513736,0.001186893,0.999959114,0.009804552
APOA1,-2.379170066,0.001116705,0.999968647,0.009261755
BOLA3,-2.379610104,0.001172892,0.999960870,0.009696488
LRRC36,-2.379877896,0.004513975,0.995374854,0.033609743
SMIM4,-2.380125280,0.003494652,0.999703835,0.018243871
FRS2,-2.380274363,0.003907173,0.999526605,0.020274475
PPM1H,-2.380506962,0.001091076,0.999971597,0.009062872
MGST2,-2.380833219,0.001108502,0.999969448,0.009198137
NXT2,-2.381026041,0.001097511,0.999970771,0.009112840
DHX8,-2.381045551,0.001098510,0.999970643,0.009120600
MEIG1,-2.381166367,0.001355404,0.999928188,0.011097257
DEFB114,-2.382659680,0.001093220,0.999971012,0.009079522
ODF4,-2.383529450,0.004345679,0.945354861,0.015869656
RTP4,-2.383658997,0.005286970,0.949692530,0.020194206
PRIMPOL,-2.384471727,0.001082318,0.999972137,0.008994825
UBXN10,-2.386234778,0.003411164,0.999728394,0.017830936
EIF5A,-2.387159164,0.001687815,0.999825700,0.013608750
USP17L28,-2.387511678,0.001132571,0.999965332,0.009384691
POU1F1,-2.388948351,0.001044855,0.999975844,0.008703244
GPR180,-2.389471501,0.001034267,0.999976939,0.008620688
SOHLH1,-2.390024289,0.003892522,0.941418019,0.013806650
NFE4,-2.390057597,0.001050187,0.999975128,0.008744792
SLC30A1,-2.390188872,0.001103523,0.999968774,0.009159506
ARHGEF17,-2.391314520,0.001218541,0.999951324,0.010048434
ADRA1A,-2.391385891,0.004282631,0.940244826,0.015092464
ADAM10,-2.392570292,0.001070816,0.999972473,0.008905390
ST6GALNAC1,-2.393044727,0.001063509,0.999973269,0.008848535
CCDC69,-2.393128135,0.005390682,0.958240737,0.022440340
EPHX4,-2.393875514,0.005742987,0.958179183,0.023629117
ANXA3,-2.393890611,0.001059348,0.999973647,0.008816141
RCL1,-2.393922463,0.001166888,0.999959244,0.009650117
CDKL4,-2.393937489,0.001136473,0.999968891,0.009414897
PNLDC1,-2.393981812,0.001239249,0.999956761,0.010207727
FOXJ2,-2.394367890,0.001241548,0.999946390,0.010225399
PSRC1,-2.394689030,0.003967216,0.948022527,0.014865039
MAN1A2,-2.394783497,0.002875500,0.999726508,0.022260470
KLHL24,-2.395411717,0.001080624,0.999970929,0.008981658
TAS2R60,-2.395503867,0.001044310,0.999975142,0.008698994
HTR3E,-2.396136273,0.005163869,0.956079456,0.020782326
OR2M2,-2.396622248,0.001335140,0.999925748,0.010942548
PRRG1,-2.396966451,0.001045145,0.999974900,0.008705507
PLSCR2,-2.397015252,0.001094256,0.999969024,0.009087568
SDF2L1,-2.397053714,0.001089900,0.999969532,0.009053733
ZNF644,-2.397242201,0.001188565,0.999955098,0.009817447
BSPH1,-2.397269489,0.001170850,0.999958035,0.009680714
SRR,-2.397510852,0.004182443,0.948488052,0.015737476
APELA,-2.397814389,0.001268758,0.999940566,0.010434343
HIST1H2AL,-2.398039799,0.001045932,0.999974685,0.008711635
RAB5B,-2.398054019,0.001090616,0.999969320,0.009059297
DDB1,-2.398153648,0.001138192,0.999962898,0.009428208
PLGRKT,-2.398591590,0.006130897,0.963060451,0.026525426
RTP2,-2.398628145,0.005310522,0.986887172,0.034401873
A2ML1,-2.398910530,0.001150920,0.999961076,0.009526690
C1orf226,-2.399295552,0.004334374,0.946405653,0.016037734
GALNTL6,-2.399353871,0.001174998,0.999956950,0.009712747
HTR2B,-2.400973089,0.001380827,0.999914412,0.011291069
CATSPERG,-2.401002610,0.001172002,0.999957222,0.009689615
MFSD4,-2.401525194,0.001052764,0.999973458,0.008764865
EBLN1,-2.401648349,0.001032624,0.999975762,0.008607870
NYAP1,-2.401711950,0.001056992,0.999972955,0.008797797
GABARAP,-2.401848740,0.001210546,0.999950644,0.009986875
PACRG,-2.404142120,0.004249048,0.999290862,0.021945734
BAAT,-2.404295897,0.001073159,0.999970518,0.008923612
FAM81B,-2.404494913,0.001041999,0.999974313,0.008680981
THRB,-2.404518202,0.003804793,0.942799398,0.013725137
ACP1,-2.404531194,0.001329762,0.999927312,0.010901453
PTPRO,-2.404727880,0.004601536,0.954717436,0.018389871
L3MBTL3,-2.404922542,0.001144225,0.999960847,0.009474899
EPC1,-2.405237087,0.001038754,0.999974632,0.008655681
OR5H6,-2.405278190,0.001009654,0.999977853,0.008428511
RBBP6,-2.405374983,0.004573578,0.951593511,0.017662918
BACH1,-2.405404087,0.004419118,0.949282062,0.016733880
VAMP5,-2.405630909,0.004135847,0.945176607,0.015099551
ERI2,-2.405655654,0.001028121,0.999975799,0.008572734
CCDC97,-2.405656451,0.001030067,0.999975592,0.008587922
KRIT1,-2.406063023,0.001081839,0.999969296,0.008991098
DEGS2,-2.407358639,0.001093866,0.999967625,0.009084538
CCNA2,-2.407482092,0.001049130,0.999973152,0.008736556
DEFB105A,-2.408190450,0.005320005,0.969850767,0.025074672
XKRY2,-2.408365430,0.001154937,0.999958458,0.009557754
CNTN3,-2.408544053,0.006492545,0.979704750,0.035513055
TCAF1,-2.408708632,0.001059246,0.999971724,0.008815346
SLC6A20,-2.409033795,0.001066743,0.999970835,0.008873703
MYH1,-2.409173645,0.001083576,0.999968642,0.009004602
FRAT1,-2.409660577,0.001006685,0.999977700,0.008405307
CLIC6,-2.409905467,0.004498062,0.949568742,0.017061257
ZIM3,-2.410051554,0.001025725,0.999975585,0.008554038
CCDC125,-2.410080813,0.001064040,0.999970994,0.008852663
MYL6,-2.410266834,0.001007385,0.999977566,0.008410781
